filename,transcript
data\train\speaker1\223.wav,moctezuma recibe a cortés y entra a tenochtitlán
data\train\speaker1\224.wav,queda maravillado ante su majestuosidad
data\train\speaker1\225.wav,cortés aprehende a moctezuma bajo el pretexto de la muerte de unos españoles en nautla
data\train\speaker1\226.wav,los españoles inician el saqueo de tenochtitlán ahorcando al príncipe de texcoco
data\train\speaker1\227.wav,pánfilo de narváez desembarca en zempoala y cortés acude a enfrentarlo derrotándolo
data\train\speaker1\228.wav,pedro de alvarado y sus tropas realizan una matanza durante la fiesta de toxcatl
data\train\speaker1\229.wav,cortés regresa a tenochtitlán y ordena que moctezuma calme a su gente pero el pueblo ya no lo obedece
data\train\speaker1\230.wav,los aztecas atacan a las fuerzas de cortés y moctezuma es muerto
data\train\speaker1\231.wav,mueren doscientos españoles y dos mil indios aliados
data\train\speaker1\232.wav,cortés vence a un ejército mexica con el audaz empleo de su caballería
data\train\speaker1\233.wav,en tlaxcala se recuperan los españoles
data\train\speaker1\234.wav,los españoles saquean varios pueblos pequeños esclavizando a sus pobladores y marcándoles la cara
data\train\speaker1\235.wav,cuitlahuac es elegido emperador de los mexicas
data\train\speaker1\236.wav,la viruela azota y mata a gran cantidad de los aztecas
data\train\speaker1\237.wav,cuitlahuac muere a causa de la viruela
data\train\speaker1\238.wav,cortés manda construir trece bergantines para atacar por agua a tenochtitlán
data\train\speaker1\239.wav,los españoles e indios saquean y destruyen texcoco tlacopan y demás pueblos aliados a los aztecas
data\train\speaker1\240.wav,presintiendo la derrota de los temidos mexicas una gran cantidad de indios se unen a los conquistadores
data\train\speaker1\241.wav,los trece bergantines son lanzados a la laguna de texcoco
data\train\speaker1\242.wav,cuauhtemoc es nombrado emperador mexica
data\train\speaker1\243.wav,novecientos españoles y ochenta mil indios apoyados con los bergantines se lanzan a la conquista final
data\train\speaker1\244.wav,cuauhtemoc es hecho prisionero y la batalla se da por terminada
data\train\speaker1\245.wav,objetivo que el cadete conozca las acciones que realizó hernán cortés
data\train\speaker1\246.wav,en el gran teocalli denominado también templo mayor se encontraban los principales dignatarios
data\train\speaker1\247.wav,alvarado temía que se produjera una sublevación popular
data\train\speaker1\248.wav,se trasladó con la mitad de sus hombres al templo mayor
data\train\speaker1\249.wav,mandó alvarado colocar diez hombres en cada puerta del espacioso recinto
data\train\speaker1\250.wav,un estallido de cólera colectiva sacudió al pueblo
data\train\speaker1\251.wav,alarmado cortés inició su marcha con sus tropas después de haber derrotado a narváez
data\train\speaker1\252.wav,ninguno de los señores de tenochtitlán salió a recibirlo
data\train\speaker1\253.wav,era evidente que le estaban permitiendo la entrada para una vez dentro envolverlo sorpresivamente
data\train\speaker1\254.wav,los aztecas arremetieron ferozmente y las tropas hispanas fueron arrolladas
data\train\speaker1\255.wav,cortés estaba desesperado por la frustración de todos los esfuerzos destinados a la derrota
data\train\speaker1\256.wav,sus hombres estaban agobiados por el hambre que el sitio de su cuartel le imponía
data\train\speaker1\257.wav,la calzada de tlacopán fue la elegida para romper el cerco adversario
data\train\speaker1\258.wav,los españoles se llevaron los tesoros acumulados y a los prisioneros indígenas
data\train\speaker1\259.wav,un poco más tarde los guerreros aztecas acudieron de diversas direcciones convergiendo sobre la columna
data\train\speaker1\260.wav,sin embargo el movimiento de los guerreros aztecas no fue lo suficientemente rápido
data\train\speaker1\261.wav,este capítulo se conoce en la historia como el de la noche triste por que cortés lloró su derrota bajo un frondoso árbol
data\train\speaker1\262.wav,lo único que querían los aztecas era expulsar hasta la frontera de tlaxcala a sus enemigos
data\train\speaker1\263.wav,los aztecas estaban convencidos de que la aplastante derrota les impediría regresar contra tenochtitlán
data\train\speaker1\264.wav,también hubiera sido realidad sin la indoblegable energía de cortés
data\train\speaker1\265.wav,moctezuma fue muerto por sus captores y tomó su cargo cuitlahuac
data\train\speaker1\266.wav,mientras tanto cortés mandó oro suficiente para que de veracruz salieran cuatro embarcaciones
data\train\speaker1\267.wav,también mandó elaborar piezas de madera cordelería y demás útiles y accesorios indispensables
data\train\speaker1\268.wav,mientras esto sucedía cuitlahuac se había visto forzado a ejecutar a varios jerarcas y partidarios de cortés
data\train\speaker1\269.wav,trató de restablecer su alianza con otros señoríos y ganarse la amistad de los tlaxcaltecas
data\train\speaker1\270.wav,a fin de ganar la alianza definitiva de tlaxcala les prometió la cesión de cholula
data\train\speaker1\271.wav,cuitlahuac murió atacado por la viruela
data\train\speaker1\272.wav,hernán cortés luego de haber permanecido doce días en texcoco se encaminó hacia ixtapalapa
data\train\speaker1\273.wav,atacó intempestivamente esa indefensa población aniquilando gran parte de sus habitantes
data\train\speaker1\274.wav,como respuesta a esa amenaza los guerreros de ixtapalapa abrieron una amplia brecha en un dique del lago
data\train\speaker1\275.wav,las aguas se precipitaron sobre los españoles e indígenas que huyeron
data\train\speaker1\276.wav,sin embargo no se disminuyó el espíritu agresor de cortés quien posteriormente atacó chalco
data\train\speaker1\277.wav,en sucesivas incursiones cortés ocupó pasajeramente xaltocán
data\train\speaker1\278.wav,en uno de los contraataques los aztecas llevaron a cabo una falsa retirada
data\train\speaker1\279.wav,estas fuerzas los envolvieron acosándolos desde distintas direcciones
data\train\speaker1\280.wav,trabajosamente los españoles se abrieron paso ya que estuvieron a punto de ser aniquilados
data\train\speaker1\281.wav,dos expediciones más al sur del valle de méxico emprendió cortés el cinco de abril de mil quinientos veinte y uno
data\train\speaker1\282.wav,la segunda fue encabezada por el mismo cortés quien tomó yautepec y xihuatepec
data\train\speaker1\283.wav,después prosiguió hacia cuernavaca ciudad difícilmente expugnable
data\train\speaker1\284.wav,gracias a sus guías nativos logró cortés evitar obstáculos siguiendo una ruta de acceso menos escabrosa
data\train\speaker1\285.wav,con el empleo de una pasarela se infiltró por sorpresa en la población y la atacó por la retaguardia
data\train\speaker1\286.wav,la plaza una de las muy pocas que permanecían leales a cuauhtemoc fue tomada y saqueada
data\train\speaker1\287.wav,posteriormente cortés atacó xochimilco y se arrojó contra el caserío edificado a orillas del lago
data\train\speaker1\288.wav,estableció tres bases de operaciones en las orillas de los lagos
data\train\speaker1\289.wav,después de una serie de luchas cortés suspendió de nueva cuenta sus invasiones
data\train\speaker1\290.wav,fijó su atención en actividades tendientes a evitar que los sitiados fueran abastecidos con víveres
data\train\speaker1\291.wav,finalmente cuauhtemoc fue hecho prisionero por cristóbal e olid y llevado ante cortés
data\train\speaker1\292.wav,con lágrimas en los ojos dijo he hecho cuanto podía en defensa de mi ciudad y de mi pueblo
data\train\speaker1\293.wav,así después de setenticinco días de sitio se rindió la ciudad de tenochtitlán el trece de agosto de mil quinientos veinte y uno
data\train\speaker1\294.wav,los aztecas fueron vencidos porque estaba regulado su pensamiento por tradiciones en el orden político y religioso
data\train\speaker1\296.wav,su heroísmo fue radiante pero ineficaz ante el material bélico de los españoles
data\train\speaker1\297.wav,es como si ahora los soldados se enfrentaran ante un ataque contra armamento destructivo desconocido
data\train\speaker1\298.wav,el impacto del jinete y caballo crearon un impacto psicológico
data\train\speaker1\299.wav,por su parte los conquistadores traían consigo ideas del renacimiento
data\train\speaker1\300.wav,trasladaban la fe de un dios y traían la crueldad y ambición que supone la conquista
data\train\speaker1\301.wav,objetivo que el cadete conozca cómo un pequeño grupo de aventureros españoles llegó al perú en mil quinientos treintidós
data\train\speaker1\302.wav,ese pequeño grupo logró dominar a uno de los grupos indígenas que tenían una cultura y organización sobresaliente
data\train\speaker1\303.wav,ningún otro imperio tuvo un surgimiento y caída más dramático que el de los incas
data\train\speaker1\304.wav,en tan sólo noventa años desde mil cuatrocientos cuarenta hasta mil quinientos treinta el pequeño reino se convirtió en un inmenso imperio
data\train\speaker1\305.wav,este imperio comprendía gran parte del ecuador actual para extenderse hacia el sur
data\train\speaker1\306.wav,un pequeño grupo de conquistadores españoles desembarcó en el llamado imperio de los cuatro puntos cardinales
data\train\speaker1\307.wav,la capacidad de planificación social y económica de los incas sólo era igualada por su habilidad técnica
data\train\speaker1\308.wav,pese a la adversidad del terreno los habitantes del altiplano consiguieron dominarlo
data\train\speaker1\309.wav,los incas construyeron entre las alturas las rutas que mantenían unido al imperio
data\train\speaker1\310.wav,las tierras de labor en los andes se extendían sobre bacanales asomados al abismo
data\train\speaker1\311.wav,se supone que los primeros peruanos emigraron desde el norte
data\train\speaker1\312.wav,pueblos de cazadores utilizaban armas primitivas de madera piedra y hueso
data\train\speaker1\313.wav,los incas aparecieron como una de tantas tribus de las tierras altas del perú
data\train\speaker1\314.wav,en mil cuatrocientos treinta y ocho pachacutec yupanqui se convirtió en inca y fue él quien inició la expansión de estado
data\train\speaker1\315.wav,pachacutec alcanzó un éxito brillante en su actuación bélica y diplomática
data\train\speaker1\316.wav,su heredero tupac yupanqui tuvo la misma habilidad organizadora
data\train\speaker1\317.wav,las armas que fueron utilizadas fueron las mismas empleadas por otros pueblos de la región de los andes
data\train\speaker1\318.wav,el arma de corto alcance era la honda
data\train\speaker1\319.wav,asimismo utilizaban para el combate cuerpo a cuerpo lanzas hachas y mazas de piedra
data\train\speaker1\320.wav,todos los jóvenes desde edad temprana disponían de organizaciones de instrucción física
data\train\speaker1\321.wav,para los hijos de los oficiales se contaba con una preparación más rigurosa en forma de competencias anuales
data\train\speaker1\322.wav,habían de afrontar en las montañas una prueba de supervivencia que duraba nueve días
data\train\speaker1\323.wav,los incas traían a sus ingenieros para construir imponentes fortalezas
data\train\speaker1\324.wav,la calidad de las rutas incas permitió a sus ejércitos una gran movilidad
data\train\speaker1\325.wav,los incas no poseían ni vehículos de rueda ni caballos
data\train\speaker1\326.wav,no obstante los incas prefirieron extender sus dominios por la diplomacia antes que por la guerra
data\train\speaker1\327.wav,a los jefes y jerarquías enemigos se les ofrecían puestos en la administración imperial
data\train\speaker1\328.wav,los incas difundieron su lengua quechua como lengua común
data\train\speaker1\329.wav,este imperio confiado y en expansión de doce millones de personas iba a sufrir una conmoción inminente
data\train\speaker1\330.wav,se encontró indefenso ya que estaba dividido y diezmado a causa de la guerra interna
data\train\speaker1\331.wav,el inca huayna capac había muerto en mil quinientos veinticinco y su sucesión fue objeto de disputa entre sus hijos
data\train\speaker1\332.wav,a atahualpa se le había designado la parte norte del imperio con su capital en quito
data\train\speaker1\333.wav,huáscar fue convencido por los nobles para que tomara el trono en el cuzco pero atahualpa controlaba la mayor parte del ejército y se rebeló
data\train\speaker1\334.wav,después de pelear por cinco años ganó el poder en mil quinientos treintidós mandando matar a su hermano huáscar
data\train\speaker1\335.wav,mientras esto sucedía los españoles habían estado explorando las costas de colombia y perú
data\train\speaker1\336.wav,francisco pizarro y diego de almagro se asociaron con el clérigo hernando de luque
data\train\speaker1\337.wav,pizarro partió de panamá en mil quinientos veinticinco acompañado de ciento ochenticinco soldados y veintisiete caballos en tres embarcaciones
data\train\speaker1\338.wav,almagro lo siguió después con setenta aventureros más
data\train\speaker1\339.wav,luque se quedó en panamá
data\train\speaker1\340.wav,tras mil dificultades los expedicionarios llegaron primero a la costa occidental de la actual colombia
data\train\speaker1\341.wav,de allí siguieron viaje al perú
data\train\speaker1\342.wav,garcilaso de la vega en sus comentarios reales explica el origen de este nombre
data\train\speaker1\343.wav,vasco núñez de balboa cruzó la línea equinoccial en un navío
data\train\speaker1\344.wav,como navegaban muy cerca de la costa pudieron capturar a un indio asombrado
data\train\speaker1\345.wav,cuando le preguntaron cómo se llamaba esa tierra él contestó que su nombre era berú
data\train\speaker1\346.wav,después de meses llegaron a la isla del gallo
data\train\speaker1\347.wav,desesperado pizarro trazó con su espada una línea en la arena de la playa
data\train\speaker1\348.wav,señalando al sur dijo por aquí se va al perú a ser ricos
data\train\speaker1\349.wav,sólo trece valientes pasaron la línea sin vacilación alguna
data\train\speaker1\350.wav,la historia los conoce con el nombre de los trece gallos
data\train\speaker1\351.wav,a fines de mil quinientos veintisiete pizarro retornó a panamá
data\train\speaker1\352.wav,para luque pizarro obtuvo el nombramiento de obispo de tumbes y para almagro el de gobernador
data\train\speaker1\353.wav,en mil quinientos treinta pizarro salió de españa con cuatro hermanos suyos y muchos amigos de su natal trujillo
data\train\speaker1\354.wav,acompañado siempre de su fiel interprete indio felipillo prosiguió hacia el sur
data\train\speaker1\355.wav,vivo en una casa
data\train\speaker1\356.wav,dónde vives tu
data\train\speaker1\357.wav,eres de los estados unidos verdad
data\train\speaker1\358.wav,soy de méxico
data\train\speaker1\359.wav,de dónde es usted
data\train\speaker1\360.wav,qué le vaya bien
data\train\speaker1\361.wav,buena suerte
data\train\speaker1\362.wav,dónde está el banco
data\train\speaker1\363.wav,dónde está el aeropuerto
data\train\speaker1\364.wav,dónde está la estación de tren
data\train\speaker1\365.wav,dónde está el baño
data\train\speaker1\366.wav,hasta luego
data\train\speaker1\367.wav,buenos días
data\train\speaker1\368.wav,cuántos años tienes
data\train\speaker1\369.wav,tengo veinte años
data\train\speaker1\370.wav,hola qué tal
data\train\speaker1\371.wav,no no me gusta
data\train\speaker1\372.wav,sí me gusta
data\train\speaker1\373.wav,él es médico
data\train\speaker1\374.wav,soy bombero
data\train\speaker1\375.wav,somos profesoras
data\train\speaker1\376.wav,ella es abogada
data\train\speaker1\377.wav,ellas son cajeras
data\train\speaker1\378.wav,tengo que trabajar esta noche
data\train\speaker1\379.wav,quisiera unos tacos de pollo
data\train\speaker1\380.wav,una tortilla de patatas por favor
data\train\speaker1\381.wav,me gustaría un vaso de agua
data\train\speaker1\382.wav,dónde queda
data\train\speaker1\383.wav,queda lejos de aquí
data\train\speaker1\384.wav,adónde quiere ir
data\train\speaker1\385.wav,qué quieren hacer ustedes
data\train\speaker1\386.wav,son las dos y media
data\train\speaker1\387.wav,es la una
data\train\speaker1\388.wav,qué hora es
data\train\speaker1\389.wav,hoy es lunes
data\train\speaker1\390.wav,mañana es martes
data\train\speaker1\391.wav,voy a comprar un coche nuevo
data\train\speaker1\392.wav,colon llegó a las américas en mil cuatrocientos noventa y dos
data\train\speaker1\393.wav,no es que no puedo
data\train\speaker1\394.wav,cuál es la fecha de hoy
data\train\speaker1\395.wav,qué hizo usted
data\train\speaker1\396.wav,qué hiciste ayer
data\train\speaker1\397.wav,cené en un restaurante chino
data\train\speaker1\398.wav,viví en españa por mucho tiempo
data\train\speaker1\399.wav,le escribí una carta la semana pasada
data\train\speaker1\400.wav,te lo dije
data\train\speaker1\401.wav,adónde fuiste
data\train\speaker1\402.wav,fuimos al parque
data\train\speaker1\403.wav,ayer fui al centro
data\train\speaker1\404.wav,llegaste tarde
data\train\speaker1\405.wav,llegué temprano
data\train\speaker1\406.wav,ella condujo el carro anoche
data\train\speaker1\407.wav,dime la verdad
data\train\speaker1\408.wav,qué tiempo hace
data\train\speaker1\409.wav,hace sol
data\train\speaker1\410.wav,está lloviendo
data\train\speaker1\411.wav,estaba nevando antes
data\train\speaker1\412.wav,va a nevar este fin de semana
data\train\speaker1\413.wav,sabes hablar español
data\train\speaker1\414.wav,no lo sé
data\train\speaker1\415.wav,cuándo supiste
data\train\speaker1\416.wav,es muy simpática
data\train\speaker1\417.wav,mi hermano menor tiene dieciocho años
data\train\speaker1\418.wav,todos los veranos íbamos a la playa
data\train\speaker1\419.wav,cómo te sientes
data\train\speaker1\420.wav,tengo dolor de cabeza
data\train\speaker1\421.wav,tienes fiebre
data\train\speaker1\422.wav,me duele el brazo
data\train\speaker1\423.wav,dámelo
data\train\speaker1\424.wav,alquilamos un apartamento en la playa
data\train\speaker1\425.wav,voy a bañarme
data\train\speaker1\426.wav,me voy a afeitar
data\train\speaker1\427.wav,quiero ducharme ahorita
data\train\speaker1\428.wav,siempre se despierta a las cinco y media
data\train\speaker1\429.wav,póngase un abrigo
data\train\speaker1\430.wav,la cuenta por favor
data\train\speaker1\431.wav,qué estás haciendo
data\train\speaker1\432.wav,cuántos años tendrá
data\train\speaker1\433.wav,llámame cuando puedas
data\train\speaker1\434.wav,carlos nunca hace la tarea
data\train\speaker1\435.wav,me quito los zapatos antes de acostarme
data\train\speaker1\436.wav,se duchan por la mañana
data\train\speaker1\437.wav,estás muy ocupado
data\train\speaker1\438.wav,yo soñé con tener un buen trabajo
data\train\speaker1\439.wav,fernando dejó de fumar el año pasado
data\train\speaker1\440.wav,hace un año que decidí mudarme
data\train\speaker1\441.wav,insisto en que vengas a visitarme
data\train\speaker1\442.wav,no se preocupe
data\train\speaker10\1.wav,vivo en una casa
data\train\speaker10\2.wav,dónde vives tu
data\train\speaker10\3.wav,eres de los estados unidos verdad
data\train\speaker10\4.wav,soy de méxico
data\train\speaker10\10.wav,dónde está la estación de tren
data\train\speaker10\11.wav,dónde está el baño
data\train\speaker10\12.wav,hasta luego
data\train\speaker10\13.wav,buenos días
data\train\speaker10\14.wav,cuántos años tienes
data\train\speaker10\15.wav,tengo veinte años
data\train\speaker10\16.wav,hola qué tal
data\train\speaker10\17.wav,no no me gusta
data\train\speaker10\18.wav,sí me gusta
data\train\speaker10\19.wav,él es médico
data\train\speaker10\20.wav,soy bombero
data\train\speaker10\21.wav,somos profesoras
data\train\speaker10\22.wav,ella es abogada
data\train\speaker10\23.wav,ellas son cajeras
data\train\speaker10\24.wav,tengo que trabajar esta noche
data\train\speaker10\25.wav,quisiera unos tacos de pollo
data\train\speaker10\26.wav,una tortilla de patatas por favor
data\train\speaker10\27.wav,me gustaría un vaso de agua
data\train\speaker10\28.wav,dónde queda
data\train\speaker10\29.wav,queda lejos de aquí
data\train\speaker10\30.wav,adónde quiere ir
data\train\speaker10\31.wav,qué quieren hacer ustedes
data\train\speaker10\32.wav,son las dos y media
data\train\speaker10\33.wav,es la una
data\train\speaker10\34.wav,qué hora es
data\train\speaker10\35.wav,hoy es lunes
data\train\speaker10\36.wav,mañana es martes
data\train\speaker10\37.wav,voy a comprar un coche nuevo
data\train\speaker10\38.wav,colon llegó a las américas en mil cuatrocientos noventa y dos
data\train\speaker10\39.wav,no es que no puedo
data\train\speaker10\40.wav,cuál es la fecha de hoy
data\train\speaker10\41.wav,qué hizo usted
data\train\speaker10\42.wav,qué hiciste ayer
data\train\speaker10\43.wav,cené en un restaurante chino
data\train\speaker10\44.wav,viví en españa por mucho tiempo
data\train\speaker10\45.wav,le escribí una carta la semana pasada
data\train\speaker10\46.wav,te lo dije
data\train\speaker10\47.wav,adónde fuiste
data\train\speaker10\100.wav,busqué un regalo para mi mamá
data\train\speaker10\101.wav,javier trabajó allí por seis meses
data\train\speaker10\102.wav,hay una panadería enfrente del museo
data\train\speaker10\103.wav,vivimos al lado de la estación de tren
data\train\speaker10\104.wav,lo siento no tengo dinero
data\train\speaker10\105.wav,ella estuvo en caracas dos veces
data\train\speaker10\106.wav,no pude asistir a la clase ayer
data\train\speaker10\107.wav,él no quiso contarme la historia
data\train\speaker10\108.wav,tenía tres cartas cuando llegué a casa
data\train\speaker10\109.wav,maría no me conoce tampoco
data\train\speaker10\110.wav,conoces un buen restaurante
data\train\speaker10\111.wav,no vamos al juego sino a la playa
data\train\speaker10\112.wav,quiere tomar algo
data\train\speaker10\113.wav,generalmente no bebemos cerveza
data\train\speaker10\114.wav,durante las vacaciones tomamos mucho sol
data\train\speaker10\115.wav,eran las ocho de la noche
data\train\speaker10\116.wav,no he vuelto a verla nunca
data\train\speaker10\117.wav,jorge ya se ha ido
data\train\speaker10\118.wav,el camarero ya nos dio la cuenta
data\train\speaker10\119.wav,no te pido nada
data\train\speaker10\120.wav,soy muy optimista
data\train\speaker10\121.wav,ellos son inteligentes
data\train\speaker10\122.wav,somos realistas
data\train\speaker10\123.wav,ella es aburrida
data\train\speaker10\124.wav,ella esta aburrida
data\train\speaker10\125.wav,me duele la rodilla
data\train\speaker10\126.wav,es mejor que usted guarde cama
data\train\speaker10\127.wav,qué opinas
data\train\speaker10\128.wav,es imposible que no hayan llegado
data\train\speaker10\129.wav,gracias
data\train\speaker10\130.wav,de nada
data\train\speaker10\131.wav,sí cómo no
data\train\speaker10\132.wav,por supuesto
data\train\speaker10\133.wav,creo que sí
data\train\speaker10\134.wav,no entiendo
data\train\speaker10\135.wav,necesito algo de comer
data\train\speaker10\136.wav,estoy bien gracias
data\train\speaker10\137.wav,socorro
data\train\speaker10\138.wav,ayúdenme
data\train\speaker10\139.wav,adónde vas
data\train\speaker10\140.wav,habla usted inglés
data\train\speaker10\141.wav,más despacio por favor
data\train\speaker10\142.wav,me puede ayudar
data\train\speaker10\143.wav,cuánto cuesta
data\train\speaker10\144.wav,quisiera comprar un boleto de ida y vuelta
data\train\speaker10\145.wav,es necesario confirmar el vuelo
data\train\speaker10\146.wav,quiere cancelar su reservación
data\train\speaker10\147.wav,el tren llegará retrasado
data\train\speaker10\148.wav,a qué hora sale el avión
data\train\speaker10\149.wav,hay que facturar las maletas
data\train\speaker10\150.wav,señor garcía preséntese a la puerta numero once
data\train\speaker10\151.wav,este hotel es barato
data\train\speaker10\152.wav,podemos quedarnos en una pensión
data\train\speaker10\153.wav,no se aceptan tarjetas de crédito
data\train\speaker10\154.wav,se puede pagar con cheques de viajero
data\train\speaker10\155.wav,estamos en la habitación cuatrocientos diez
data\train\speaker10\156.wav,el botones les subirá el equipaje en seguida
data\train\speaker10\157.wav,pon los platos en el fregadero
data\train\speaker10\158.wav,vivo en el quinto piso
data\train\speaker10\159.wav,tengo frío apaga el ventilador
data\train\speaker10\160.wav,quién es el dueño de este edificio
data\train\speaker10\161.wav,busco un apartamento amueblado
data\train\speaker10\162.wav,si tienes tiempo podrás limpiar tu cuarto
data\train\speaker10\163.wav,si yo tuviera dinero compraría una casa
data\train\speaker10\164.wav,hubo un accidente grave en la carretera
data\train\speaker10\165.wav,es importante que ahorremos dinero
data\train\speaker10\166.wav,te recomiendo que no estudies mucho más
data\train\speaker10\167.wav,cómprame otro rollo de película
data\train\speaker10\168.wav,hace falta una pila más
data\train\speaker10\169.wav,llegamos tarde porque tuvimos un pinchazo
data\train\speaker10\170.wav,se venden llantas aquí
data\train\speaker10\171.wav,los platos se me rompieron
data\train\speaker10\172.wav,a luisa se le escapó el perro
data\train\speaker10\173.wav,se me olvidó completamente
data\train\speaker10\174.wav,las luces direccionales no funcionan
data\train\speaker10\175.wav,el carro ha sido reparado por el mecánico
data\train\speaker10\176.wav,los bancos se cierran a las cinco de la tarde
data\train\speaker10\177.wav,está lloviendo y las ventanas están abiertas
data\train\speaker10\178.wav,qué quiere ser usted en el futuro
data\train\speaker10\179.wav,te interesan las computadoras
data\train\speaker10\180.wav,sabes escribir a máquina
data\train\speaker10\181.wav,has trabajado en una oficina
data\train\speaker10\182.wav,es usted contador titulado
data\train\speaker10\183.wav,tienes un diploma
data\train\speaker10\184.wav,te gustaría trabajar en un banco
data\train\speaker10\185.wav,de dónde te graduaste
data\train\speaker10\186.wav,me llevo bien con todo el mundo
data\train\speaker10\187.wav,no sé nada de computadoras
data\train\speaker10\188.wav,sé hablar francés y español
data\train\speaker10\189.wav,necesito una solicitud de trabajo
data\train\speaker10\190.wav,le he mandado tres cartas de recomendación
data\train\speaker10\191.wav,me gradué de la universidad católica
data\train\speaker10\192.wav,cuánto hace que usted espera aquí
data\train\speaker10\193.wav,cuánto tiempo hace que llegaste
data\train\speaker10\194.wav,él fue presidente del club por cinco años
data\train\speaker10\195.wav,yo jugaba mucho cuando era niño
data\train\speaker10\196.wav,sabes a qué hora empieza la cena
data\train\speaker10\197.wav,en tu lugar yo iría a buenos aires
data\train\speaker10\198.wav,cuál es su nombre
data\train\speaker10\199.wav,cómo se llama usted
data\train\speaker10\200.wav,cuál es su numero de teléfono
data\train\speaker10\201.wav,viven aquí desde los años setenta
data\train\speaker10\202.wav,hazme reír
data\train\speaker10\203.wav,busca alrededor de la mesa
data\train\speaker10\204.wav,enrique canta mal
data\train\speaker10\205.wav,me da lo mismo
data\train\speaker10\206.wav,a qué hora es el examen
data\train\speaker11\1.wav,vivo en una casa
data\train\speaker11\2.wav,dónde vives tu
data\train\speaker11\3.wav,eres de los estados unidos verdad
data\train\speaker11\4.wav,soy de méxico
data\train\speaker11\10.wav,dónde está la estación de tren
data\train\speaker11\11.wav,dónde está el baño
data\train\speaker11\12.wav,hasta luego
data\train\speaker11\13.wav,buenos días
data\train\speaker11\14.wav,cuántos años tienes
data\train\speaker11\15.wav,tengo veinte años
data\train\speaker11\16.wav,hola qué tal
data\train\speaker11\17.wav,no no me gusta
data\train\speaker11\18.wav,sí me gusta
data\train\speaker11\19.wav,él es médico
data\train\speaker11\20.wav,soy bombero
data\train\speaker11\21.wav,somos profesoras
data\train\speaker11\22.wav,ella es abogada
data\train\speaker11\23.wav,ellas son cajeras
data\train\speaker11\24.wav,tengo que trabajar esta noche
data\train\speaker11\25.wav,quisiera unos tacos de pollo
data\train\speaker11\26.wav,una tortilla de patatas por favor
data\train\speaker11\27.wav,me gustaría un vaso de agua
data\train\speaker11\28.wav,dónde queda
data\train\speaker11\29.wav,queda lejos de aquí
data\train\speaker11\30.wav,adónde quiere ir
data\train\speaker11\31.wav,qué quieren hacer ustedes
data\train\speaker11\32.wav,son las dos y media
data\train\speaker11\33.wav,es la una
data\train\speaker11\34.wav,qué hora es
data\train\speaker11\35.wav,hoy es lunes
data\train\speaker11\36.wav,mañana es martes
data\train\speaker11\37.wav,voy a comprar un coche nuevo
data\train\speaker11\38.wav,colon llegó a las américas en mil cuatrocientos noventa y dos
data\train\speaker11\39.wav,no es que no puedo
data\train\speaker11\40.wav,cuál es la fecha de hoy
data\train\speaker11\41.wav,qué hizo usted
data\train\speaker11\42.wav,qué hiciste ayer
data\train\speaker11\43.wav,cené en un restaurante chino
data\train\speaker11\44.wav,viví en españa por mucho tiempo
data\train\speaker11\45.wav,le escribí una carta la semana pasada
data\train\speaker11\46.wav,te lo dije
data\train\speaker11\47.wav,adónde fuiste
data\train\speaker11\48.wav,fuimos al parque
data\train\speaker11\101.wav,javier trabajó allí por seis meses
data\train\speaker11\102.wav,hay una panadería enfrente del museo
data\train\speaker11\103.wav,vivimos al lado de la estación de tren
data\train\speaker11\104.wav,lo siento no tengo dinero
data\train\speaker11\105.wav,ella estuvo en caracas dos veces
data\train\speaker11\106.wav,no pude asistir a la clase ayer
data\train\speaker11\107.wav,él no quiso contarme la historia
data\train\speaker11\108.wav,tenía tres cartas cuando llegué a casa
data\train\speaker11\109.wav,maría no me conoce tampoco
data\train\speaker11\110.wav,conoces un buen restaurante
data\train\speaker11\111.wav,no vamos al juego sino a la playa
data\train\speaker11\112.wav,quiere tomar algo
data\train\speaker11\113.wav,generalmente no bebemos cerveza
data\train\speaker11\114.wav,durante las vacaciones tomamos mucho sol
data\train\speaker11\115.wav,eran las ocho de la noche
data\train\speaker11\116.wav,no he vuelto a verla nunca
data\train\speaker11\117.wav,jorge ya se ha ido
data\train\speaker11\118.wav,el camarero ya nos dio la cuenta
data\train\speaker11\119.wav,no te pido nada
data\train\speaker11\120.wav,soy muy optimista
data\train\speaker11\121.wav,ellos son inteligentes
data\train\speaker11\122.wav,somos realistas
data\train\speaker11\123.wav,ella es aburrida
data\train\speaker11\124.wav,ella esta aburrida
data\train\speaker11\125.wav,me duele la rodilla
data\train\speaker11\126.wav,es mejor que usted guarde cama
data\train\speaker11\127.wav,qué opinas
data\train\speaker11\128.wav,es imposible que no hayan llegado
data\train\speaker11\129.wav,gracias
data\train\speaker11\130.wav,de nada
data\train\speaker11\131.wav,sí cómo no
data\train\speaker11\132.wav,por supuesto
data\train\speaker11\133.wav,creo que sí
data\train\speaker11\134.wav,no entiendo
data\train\speaker11\135.wav,necesito algo de comer
data\train\speaker11\136.wav,estoy bien gracias
data\train\speaker11\137.wav,socorro
data\train\speaker11\138.wav,ayúdenme
data\train\speaker11\139.wav,adónde vas
data\train\speaker11\140.wav,habla usted inglés
data\train\speaker11\141.wav,más despacio por favor
data\train\speaker11\142.wav,me puede ayudar
data\train\speaker11\143.wav,cuánto cuesta
